registration_id,year,act_no,source_url
act-1897-031,1897,031,https://legislation.nsw.gov.au/view/html/inforce/current/act-1897-031
act-1898-013,1898,013,https://legislation.nsw.gov.au/view/html/inforce/current/act-1898-013
act-1898-017,1898,017,https://legislation.nsw.gov.au/view/html/inforce/current/act-1898-017
act-1898-031,1898,031,https://legislation.nsw.gov.au/view/html/inforce/current/act-1898-031
act-1899-039,1899,039,https://legislation.nsw.gov.au/view/html/inforce/current/act-1899-039
act-1900-020,1900,020,https://legislation.nsw.gov.au/view/html/inforce/current/act-1900-020
act-1900-025,1900,025,https://legislation.nsw.gov.au/view/html/inforce/current/act-1900-025
act-1900-034,1900,034,https://legislation.nsw.gov.au/view/html/inforce/current/act-1900-034
act-1900-040,1900,040,https://legislation.nsw.gov.au/view/html/inforce/current/act-1900-040
act-1901-033,1901,033,https://legislation.nsw.gov.au/view/html/inforce/current/act-1901-033
act-1901-043,1901,043,https://legislation.nsw.gov.au/view/html/inforce/current/act-1901-043
act-1902-032,1902,032,https://legislation.nsw.gov.au/view/html/inforce/current/act-1902-032
act-1902-048,1902,048,https://legislation.nsw.gov.au/view/html/inforce/current/act-1902-048
act-1902-049,1902,049,https://legislation.nsw.gov.au/view/html/inforce/current/act-1902-049
act-1902-069,1902,069,https://legislation.nsw.gov.au/view/html/inforce/current/act-1902-069
act-1902-071,1902,071,https://legislation.nsw.gov.au/view/html/inforce/current/act-1902-071
act-1902-079,1902,079,https://legislation.nsw.gov.au/view/html/inforce/current/act-1902-079
act-1902-081,1902,081,https://legislation.nsw.gov.au/view/html/inforce/current/act-1902-081
act-1903-009,1903,009,https://legislation.nsw.gov.au/view/html/inforce/current/act-1903-009
act-1906-028,1906,028,https://legislation.nsw.gov.au/view/html/inforce/current/act-1906-028
act-1909-014,1909,014,https://legislation.nsw.gov.au/view/html/inforce/current/act-1909-014
act-1912-005,1912,005,https://legislation.nsw.gov.au/view/html/inforce/current/act-1912-005
act-1912-016,1912,016,https://legislation.nsw.gov.au/view/html/inforce/current/act-1912-016
act-1912-044,1912,044,https://legislation.nsw.gov.au/view/html/inforce/current/act-1912-044
act-1912-045,1912,045,https://legislation.nsw.gov.au/view/html/inforce/current/act-1912-045
act-1912-051,1912,051,https://legislation.nsw.gov.au/view/html/inforce/current/act-1912-051
act-1915-009,1915,009,https://legislation.nsw.gov.au/view/html/inforce/current/act-1915-009
act-1916-002,1916,002,https://legislation.nsw.gov.au/view/html/inforce/current/act-1916-002
act-1916-028,1916,028,https://legislation.nsw.gov.au/view/html/inforce/current/act-1916-028
act-1916-041,1916,041,https://legislation.nsw.gov.au/view/html/inforce/current/act-1916-041
act-1916-080,1916,080,https://legislation.nsw.gov.au/view/html/inforce/current/act-1916-080
act-1917-025,1917,025,https://legislation.nsw.gov.au/view/html/inforce/current/act-1917-025
act-1919-006,1919,006,https://legislation.nsw.gov.au/view/html/inforce/current/act-1919-006
act-1919-052,1919,052,https://legislation.nsw.gov.au/view/html/inforce/current/act-1919-052
act-1921-017,1921,017,https://legislation.nsw.gov.au/view/html/inforce/current/act-1921-017
act-1922-006,1922,006,https://legislation.nsw.gov.au/view/html/inforce/current/act-1922-006
act-1922-016,1922,016,https://legislation.nsw.gov.au/view/html/inforce/current/act-1922-016
act-1922-023,1922,023,https://legislation.nsw.gov.au/view/html/inforce/current/act-1922-023
act-1923-001,1923,001,https://legislation.nsw.gov.au/view/html/inforce/current/act-1923-001
act-1923-002,1923,002,https://legislation.nsw.gov.au/view/html/inforce/current/act-1923-002
act-1923-027,1923,027,https://legislation.nsw.gov.au/view/html/inforce/current/act-1923-027
act-1923-029,1923,029,https://legislation.nsw.gov.au/view/html/inforce/current/act-1923-029
act-1924-049,1924,049,https://legislation.nsw.gov.au/view/html/inforce/current/act-1924-049
act-1925-014,1925,014,https://legislation.nsw.gov.au/view/html/inforce/current/act-1925-014
act-1927-035,1927,035,https://legislation.nsw.gov.au/view/html/inforce/current/act-1927-035
act-1928-014,1928,014,https://legislation.nsw.gov.au/view/html/inforce/current/act-1928-014
act-1928-026,1928,026,https://legislation.nsw.gov.au/view/html/inforce/current/act-1928-026
act-1928-028,1928,028,https://legislation.nsw.gov.au/view/html/inforce/current/act-1928-028
act-1929-045,1929,045,https://legislation.nsw.gov.au/view/html/inforce/current/act-1929-045
act-1929-054,1929,054,https://legislation.nsw.gov.au/view/html/inforce/current/act-1929-054
act-1930-002,1930,002,https://legislation.nsw.gov.au/view/html/inforce/current/act-1930-002
act-1930-038,1930,038,https://legislation.nsw.gov.au/view/html/inforce/current/act-1930-038
act-1931-063,1931,063,https://legislation.nsw.gov.au/view/html/inforce/current/act-1931-063
act-1932-057,1932,057,https://legislation.nsw.gov.au/view/html/inforce/current/act-1932-057
act-1934-057,1934,057,https://legislation.nsw.gov.au/view/html/inforce/current/act-1934-057
act-1935-019,1935,019,https://legislation.nsw.gov.au/view/html/inforce/current/act-1935-019
act-1935-058,1935,058,https://legislation.nsw.gov.au/view/html/inforce/current/act-1935-058
act-1936-024,1936,024,https://legislation.nsw.gov.au/view/html/inforce/current/act-1936-024
act-1937-037,1937,037,https://legislation.nsw.gov.au/view/html/inforce/current/act-1937-037
act-1938-009,1938,009,https://legislation.nsw.gov.au/view/html/inforce/current/act-1938-009
act-1938-010,1938,010,https://legislation.nsw.gov.au/view/html/inforce/current/act-1938-010
act-1938-015,1938,015,https://legislation.nsw.gov.au/view/html/inforce/current/act-1938-015
act-1939-038,1939,038,https://legislation.nsw.gov.au/view/html/inforce/current/act-1939-038
act-1939-040,1939,040,https://legislation.nsw.gov.au/view/html/inforce/current/act-1939-040
act-1941-011,1941,011,https://legislation.nsw.gov.au/view/html/inforce/current/act-1941-011
act-1941-045,1941,045,https://legislation.nsw.gov.au/view/html/inforce/current/act-1941-045
act-1942-014,1942,014,https://legislation.nsw.gov.au/view/html/inforce/current/act-1942-014
act-1942-015,1942,015,https://legislation.nsw.gov.au/view/html/inforce/current/act-1942-015
act-1942-023,1942,023,https://legislation.nsw.gov.au/view/html/inforce/current/act-1942-023
act-1942-025,1942,025,https://legislation.nsw.gov.au/view/html/inforce/current/act-1942-025
act-1943-006,1943,006,https://legislation.nsw.gov.au/view/html/inforce/current/act-1943-006
act-1943-032,1943,032,https://legislation.nsw.gov.au/view/html/inforce/current/act-1943-032
act-1944-028,1944,028,https://legislation.nsw.gov.au/view/html/inforce/current/act-1944-028
act-1944-029,1944,029,https://legislation.nsw.gov.au/view/html/inforce/current/act-1944-029
act-1944-031,1944,031,https://legislation.nsw.gov.au/view/html/inforce/current/act-1944-031
act-1945-031,1945,031,https://legislation.nsw.gov.au/view/html/inforce/current/act-1945-031
act-1946-022,1946,022,https://legislation.nsw.gov.au/view/html/inforce/current/act-1946-022
act-1946-033,1946,033,https://legislation.nsw.gov.au/view/html/inforce/current/act-1946-033
act-1946-044,1946,044,https://legislation.nsw.gov.au/view/html/inforce/current/act-1946-044
act-1947-002,1947,002,https://legislation.nsw.gov.au/view/html/inforce/current/act-1947-002
act-1947-010,1947,010,https://legislation.nsw.gov.au/view/html/inforce/current/act-1947-010
act-1951-003,1951,003,https://legislation.nsw.gov.au/view/html/inforce/current/act-1951-003
act-1952-030,1952,030,https://legislation.nsw.gov.au/view/html/inforce/current/act-1952-030
act-1953-029,1953,029,https://legislation.nsw.gov.au/view/html/inforce/current/act-1953-029
act-1953-039,1953,039,https://legislation.nsw.gov.au/view/html/inforce/current/act-1953-039
act-1953-041,1953,041,https://legislation.nsw.gov.au/view/html/inforce/current/act-1953-041
act-1954-034,1954,034,https://legislation.nsw.gov.au/view/html/inforce/current/act-1954-034
act-1955-038,1955,038,https://legislation.nsw.gov.au/view/html/inforce/current/act-1955-038
act-1956-026,1956,026,https://legislation.nsw.gov.au/view/html/inforce/current/act-1956-026
act-1956-027,1956,027,https://legislation.nsw.gov.au/view/html/inforce/current/act-1956-027
act-1957-001,1957,001,https://legislation.nsw.gov.au/view/html/inforce/current/act-1957-001
act-1957-019,1957,019,https://legislation.nsw.gov.au/view/html/inforce/current/act-1957-019
act-1957-058,1957,058,https://legislation.nsw.gov.au/view/html/inforce/current/act-1957-058
act-1959-013,1959,013,https://legislation.nsw.gov.au/view/html/inforce/current/act-1959-013
act-1961-009,1961,009,https://legislation.nsw.gov.au/view/html/inforce/current/act-1961-009
act-1962-021,1962,021,https://legislation.nsw.gov.au/view/html/inforce/current/act-1962-021
act-1962-028,1962,028,https://legislation.nsw.gov.au/view/html/inforce/current/act-1962-028
act-1963-021,1963,021,https://legislation.nsw.gov.au/view/html/inforce/current/act-1963-021
act-1963-048,1963,048,https://legislation.nsw.gov.au/view/html/inforce/current/act-1963-048
act-1964-006,1964,006,https://legislation.nsw.gov.au/view/html/inforce/current/act-1964-006
act-1964-012,1964,012,https://legislation.nsw.gov.au/view/html/inforce/current/act-1964-012
act-1964-036,1964,036,https://legislation.nsw.gov.au/view/html/inforce/current/act-1964-036
act-1964-049,1964,049,https://legislation.nsw.gov.au/view/html/inforce/current/act-1964-049
act-1965-032,1965,032,https://legislation.nsw.gov.au/view/html/inforce/current/act-1965-032
act-1965-033,1965,033,https://legislation.nsw.gov.au/view/html/inforce/current/act-1965-033
act-1966-013,1966,013,https://legislation.nsw.gov.au/view/html/inforce/current/act-1966-013
act-1966-031,1966,031,https://legislation.nsw.gov.au/view/html/inforce/current/act-1966-031
act-1966-039,1966,039,https://legislation.nsw.gov.au/view/html/inforce/current/act-1966-039
act-1967-013,1967,013,https://legislation.nsw.gov.au/view/html/inforce/current/act-1967-013
act-1967-033,1967,033,https://legislation.nsw.gov.au/view/html/inforce/current/act-1967-033
act-1967-039,1967,039,https://legislation.nsw.gov.au/view/html/inforce/current/act-1967-039
act-1967-064,1967,064,https://legislation.nsw.gov.au/view/html/inforce/current/act-1967-064
act-1967-090,1967,090,https://legislation.nsw.gov.au/view/html/inforce/current/act-1967-090
act-1967-095,1967,095,https://legislation.nsw.gov.au/view/html/inforce/current/act-1967-095
act-1967-096,1967,096,https://legislation.nsw.gov.au/view/html/inforce/current/act-1967-096
act-1968-059,1968,059,https://legislation.nsw.gov.au/view/html/inforce/current/act-1968-059
act-1969-030,1969,030,https://legislation.nsw.gov.au/view/html/inforce/current/act-1969-030
act-1969-031,1969,031,https://legislation.nsw.gov.au/view/html/inforce/current/act-1969-031
act-1969-033,1969,033,https://legislation.nsw.gov.au/view/html/inforce/current/act-1969-033
act-1969-059,1969,059,https://legislation.nsw.gov.au/view/html/inforce/current/act-1969-059
act-1969-061,1969,061,https://legislation.nsw.gov.au/view/html/inforce/current/act-1969-061
act-1969-080,1969,080,https://legislation.nsw.gov.au/view/html/inforce/current/act-1969-080
act-1970-022,1970,022,https://legislation.nsw.gov.au/view/html/inforce/current/act-1970-022
act-1970-024,1970,024,https://legislation.nsw.gov.au/view/html/inforce/current/act-1970-024
act-1970-052,1970,052,https://legislation.nsw.gov.au/view/html/inforce/current/act-1970-052
act-1970-054,1970,054,https://legislation.nsw.gov.au/view/html/inforce/current/act-1970-054
act-1970-060,1970,060,https://legislation.nsw.gov.au/view/html/inforce/current/act-1970-060
act-1970-072,1970,072,https://legislation.nsw.gov.au/view/html/inforce/current/act-1970-072
act-1970-080,1970,080,https://legislation.nsw.gov.au/view/html/inforce/current/act-1970-080
act-1971-042,1971,042,https://legislation.nsw.gov.au/view/html/inforce/current/act-1971-042
act-1971-053,1971,053,https://legislation.nsw.gov.au/view/html/inforce/current/act-1971-053
act-1972-028,1972,028,https://legislation.nsw.gov.au/view/html/inforce/current/act-1972-028
act-1972-070,1972,070,https://legislation.nsw.gov.au/view/html/inforce/current/act-1972-070
act-1973-009,1973,009,https://legislation.nsw.gov.au/view/html/inforce/current/act-1973-009
act-1973-034,1973,034,https://legislation.nsw.gov.au/view/html/inforce/current/act-1973-034
act-1973-046,1973,046,https://legislation.nsw.gov.au/view/html/inforce/current/act-1973-046
act-1974-049,1974,049,https://legislation.nsw.gov.au/view/html/inforce/current/act-1974-049
act-1974-068,1974,068,https://legislation.nsw.gov.au/view/html/inforce/current/act-1974-068
act-1974-080,1974,080,https://legislation.nsw.gov.au/view/html/inforce/current/act-1974-080
act-1975-004,1975,004,https://legislation.nsw.gov.au/view/html/inforce/current/act-1975-004
act-1975-027,1975,027,https://legislation.nsw.gov.au/view/html/inforce/current/act-1975-027
act-1975-049,1975,049,https://legislation.nsw.gov.au/view/html/inforce/current/act-1975-049
act-1975-095,1975,095,https://legislation.nsw.gov.au/view/html/inforce/current/act-1975-095
act-1976-004,1976,004,https://legislation.nsw.gov.au/view/html/inforce/current/act-1976-004
act-1976-031,1976,031,https://legislation.nsw.gov.au/view/html/inforce/current/act-1976-031
act-1976-035,1976,035,https://legislation.nsw.gov.au/view/html/inforce/current/act-1976-035
act-1976-050,1976,050,https://legislation.nsw.gov.au/view/html/inforce/current/act-1976-050
act-1976-067,1976,067,https://legislation.nsw.gov.au/view/html/inforce/current/act-1976-067
act-1976-094,1976,094,https://legislation.nsw.gov.au/view/html/inforce/current/act-1976-094
act-1977-003,1977,003,https://legislation.nsw.gov.au/view/html/inforce/current/act-1977-003
act-1977-018,1977,018,https://legislation.nsw.gov.au/view/html/inforce/current/act-1977-018
act-1977-025,1977,025,https://legislation.nsw.gov.au/view/html/inforce/current/act-1977-025
act-1977-047,1977,047,https://legislation.nsw.gov.au/view/html/inforce/current/act-1977-047
act-1977-048,1977,048,https://legislation.nsw.gov.au/view/html/inforce/current/act-1977-048
act-1977-126,1977,126,https://legislation.nsw.gov.au/view/html/inforce/current/act-1977-126
