registration_id,year,act_no,source_url
act-2001-129,2001,129,https://legislation.nsw.gov.au/view/html/inforce/current/act-2001-129
act-2002-016,2002,016,https://legislation.nsw.gov.au/view/html/inforce/current/act-2002-016
act-2002-022,2002,022,https://legislation.nsw.gov.au/view/html/inforce/current/act-2002-022
act-2002-027,2002,027,https://legislation.nsw.gov.au/view/html/inforce/current/act-2002-027
act-2002-028,2002,028,https://legislation.nsw.gov.au/view/html/inforce/current/act-2002-028
act-2002-060,2002,060,https://legislation.nsw.gov.au/view/html/inforce/current/act-2002-060
act-2002-064,2002,064,https://legislation.nsw.gov.au/view/html/inforce/current/act-2002-064
act-2002-066,2002,066,https://legislation.nsw.gov.au/view/html/inforce/current/act-2002-066
act-2002-071,2002,071,https://legislation.nsw.gov.au/view/html/inforce/current/act-2002-071
act-2002-083,2002,083,https://legislation.nsw.gov.au/view/html/inforce/current/act-2002-083
act-2002-088,2002,088,https://legislation.nsw.gov.au/view/html/inforce/current/act-2002-088
act-2002-103,2002,103,https://legislation.nsw.gov.au/view/html/inforce/current/act-2002-103
act-2002-114,2002,114,https://legislation.nsw.gov.au/view/html/inforce/current/act-2002-114
act-2002-115,2002,115,https://legislation.nsw.gov.au/view/html/inforce/current/act-2002-115
act-2002-137,2002,137,https://legislation.nsw.gov.au/view/html/inforce/current/act-2002-137
act-2002-139,2002,139,https://legislation.nsw.gov.au/view/html/inforce/current/act-2002-139
act-2003-003,2003,003,https://legislation.nsw.gov.au/view/html/inforce/current/act-2003-003
act-2003-011,2003,011,https://legislation.nsw.gov.au/view/html/inforce/current/act-2003-011
act-2003-012,2003,012,https://legislation.nsw.gov.au/view/html/inforce/current/act-2003-012
act-2003-013,2003,013,https://legislation.nsw.gov.au/view/html/inforce/current/act-2003-013
act-2003-014,2003,014,https://legislation.nsw.gov.au/view/html/inforce/current/act-2003-014
act-2003-020,2003,020,https://legislation.nsw.gov.au/view/html/inforce/current/act-2003-020
act-2003-021,2003,021,https://legislation.nsw.gov.au/view/html/inforce/current/act-2003-021
act-2003-024,2003,024,https://legislation.nsw.gov.au/view/html/inforce/current/act-2003-024
act-2003-039,2003,039,https://legislation.nsw.gov.au/view/html/inforce/current/act-2003-039
act-2003-043,2003,043,https://legislation.nsw.gov.au/view/html/inforce/current/act-2003-043
act-2003-044,2003,044,https://legislation.nsw.gov.au/view/html/inforce/current/act-2003-044
act-2003-049,2003,049,https://legislation.nsw.gov.au/view/html/inforce/current/act-2003-049
act-2003-053,2003,053,https://legislation.nsw.gov.au/view/html/inforce/current/act-2003-053
act-2003-062,2003,062,https://legislation.nsw.gov.au/view/html/inforce/current/act-2003-062
act-2003-087,2003,087,https://legislation.nsw.gov.au/view/html/inforce/current/act-2003-087
act-2003-089,2003,089,https://legislation.nsw.gov.au/view/html/inforce/current/act-2003-089
act-2003-102,2003,102,https://legislation.nsw.gov.au/view/html/inforce/current/act-2003-102
act-2004-001,2004,001,https://legislation.nsw.gov.au/view/html/inforce/current/act-2004-001
act-2004-007,2004,007,https://legislation.nsw.gov.au/view/html/inforce/current/act-2004-007
act-2004-019,2004,019,https://legislation.nsw.gov.au/view/html/inforce/current/act-2004-019
act-2004-027,2004,027,https://legislation.nsw.gov.au/view/html/inforce/current/act-2004-027
act-2004-038,2004,038,https://legislation.nsw.gov.au/view/html/inforce/current/act-2004-038
act-2004-046,2004,046,https://legislation.nsw.gov.au/view/html/inforce/current/act-2004-046
act-2004-058,2004,058,https://legislation.nsw.gov.au/view/html/inforce/current/act-2004-058
act-2004-065,2004,065,https://legislation.nsw.gov.au/view/html/inforce/current/act-2004-065
act-2004-072,2004,072,https://legislation.nsw.gov.au/view/html/inforce/current/act-2004-072
act-2004-078,2004,078,https://legislation.nsw.gov.au/view/html/inforce/current/act-2004-078
act-2004-106,2004,106,https://legislation.nsw.gov.au/view/html/inforce/current/act-2004-106
act-2005-001,2005,001,https://legislation.nsw.gov.au/view/html/inforce/current/act-2005-001
act-2005-006,2005,006,https://legislation.nsw.gov.au/view/html/inforce/current/act-2005-006
act-2005-012,2005,012,https://legislation.nsw.gov.au/view/html/inforce/current/act-2005-012
act-2005-020,2005,020,https://legislation.nsw.gov.au/view/html/inforce/current/act-2005-020
act-2005-028,2005,028,https://legislation.nsw.gov.au/view/html/inforce/current/act-2005-028
act-2005-047,2005,047,https://legislation.nsw.gov.au/view/html/inforce/current/act-2005-047
act-2005-056,2005,056,https://legislation.nsw.gov.au/view/html/inforce/current/act-2005-056
act-2005-077,2005,077,https://legislation.nsw.gov.au/view/html/inforce/current/act-2005-077
act-2005-084,2005,084,https://legislation.nsw.gov.au/view/html/inforce/current/act-2005-084
act-2005-087,2005,087,https://legislation.nsw.gov.au/view/html/inforce/current/act-2005-087
act-2005-105,2005,105,https://legislation.nsw.gov.au/view/html/inforce/current/act-2005-105
act-2005-106,2005,106,https://legislation.nsw.gov.au/view/html/inforce/current/act-2005-106
act-2005-107,2005,107,https://legislation.nsw.gov.au/view/html/inforce/current/act-2005-107
act-2005-116,2005,116,https://legislation.nsw.gov.au/view/html/inforce/current/act-2005-116
act-2006-007,2006,007,https://legislation.nsw.gov.au/view/html/inforce/current/act-2006-007
act-2006-012,2006,012,https://legislation.nsw.gov.au/view/html/inforce/current/act-2006-012
act-2006-016,2006,016,https://legislation.nsw.gov.au/view/html/inforce/current/act-2006-016
act-2006-040,2006,040,https://legislation.nsw.gov.au/view/html/inforce/current/act-2006-040
act-2006-080,2006,080,https://legislation.nsw.gov.au/view/html/inforce/current/act-2006-080
act-2006-090,2006,090,https://legislation.nsw.gov.au/view/html/inforce/current/act-2006-090
act-2006-092,2006,092,https://legislation.nsw.gov.au/view/html/inforce/current/act-2006-092
act-2006-096,2006,096,https://legislation.nsw.gov.au/view/html/inforce/current/act-2006-096
act-2006-104,2006,104,https://legislation.nsw.gov.au/view/html/inforce/current/act-2006-104
act-2006-126,2006,126,https://legislation.nsw.gov.au/view/html/inforce/current/act-2006-126
act-2007-007,2007,007,https://legislation.nsw.gov.au/view/html/inforce/current/act-2007-007
act-2007-008,2007,008,https://legislation.nsw.gov.au/view/html/inforce/current/act-2007-008
act-2007-009,2007,009,https://legislation.nsw.gov.au/view/html/inforce/current/act-2007-009
act-2007-021,2007,021,https://legislation.nsw.gov.au/view/html/inforce/current/act-2007-021
act-2007-023,2007,023,https://legislation.nsw.gov.au/view/html/inforce/current/act-2007-023
act-2007-041,2007,041,https://legislation.nsw.gov.au/view/html/inforce/current/act-2007-041
act-2007-064,2007,064,https://legislation.nsw.gov.au/view/html/inforce/current/act-2007-064
act-2007-069,2007,069,https://legislation.nsw.gov.au/view/html/inforce/current/act-2007-069
act-2007-080,2007,080,https://legislation.nsw.gov.au/view/html/inforce/current/act-2007-080
act-2007-090,2007,090,https://legislation.nsw.gov.au/view/html/inforce/current/act-2007-090
act-2007-091,2007,091,https://legislation.nsw.gov.au/view/html/inforce/current/act-2007-091
act-2007-093,2007,093,https://legislation.nsw.gov.au/view/html/inforce/current/act-2007-093
act-2008-031,2008,031,https://legislation.nsw.gov.au/view/html/inforce/current/act-2008-031
act-2008-049,2008,049,https://legislation.nsw.gov.au/view/html/inforce/current/act-2008-049
act-2008-050,2008,050,https://legislation.nsw.gov.au/view/html/inforce/current/act-2008-050
act-2008-058,2008,058,https://legislation.nsw.gov.au/view/html/inforce/current/act-2008-058
act-2008-065,2008,065,https://legislation.nsw.gov.au/view/html/inforce/current/act-2008-065
act-2008-069,2008,069,https://legislation.nsw.gov.au/view/html/inforce/current/act-2008-069
act-2008-080,2008,080,https://legislation.nsw.gov.au/view/html/inforce/current/act-2008-080
act-2008-094,2008,094,https://legislation.nsw.gov.au/view/html/inforce/current/act-2008-094
act-2008-095,2008,095,https://legislation.nsw.gov.au/view/html/inforce/current/act-2008-095
act-2008-100,2008,100,https://legislation.nsw.gov.au/view/html/inforce/current/act-2008-100
act-2009-002,2009,002,https://legislation.nsw.gov.au/view/html/inforce/current/act-2009-002
act-2009-005,2009,005,https://legislation.nsw.gov.au/view/html/inforce/current/act-2009-005
act-2009-007,2009,007,https://legislation.nsw.gov.au/view/html/inforce/current/act-2009-007
act-2009-020,2009,020,https://legislation.nsw.gov.au/view/html/inforce/current/act-2009-020
act-2009-035,2009,035,https://legislation.nsw.gov.au/view/html/inforce/current/act-2009-035
act-2009-041,2009,041,https://legislation.nsw.gov.au/view/html/inforce/current/act-2009-041
act-2009-049,2009,049,https://legislation.nsw.gov.au/view/html/inforce/current/act-2009-049
act-2009-052,2009,052,https://legislation.nsw.gov.au/view/html/inforce/current/act-2009-052
act-2009-053,2009,053,https://legislation.nsw.gov.au/view/html/inforce/current/act-2009-053
act-2009-060,2009,060,https://legislation.nsw.gov.au/view/html/inforce/current/act-2009-060
act-2009-073,2009,073,https://legislation.nsw.gov.au/view/html/inforce/current/act-2009-073
act-2009-086,2009,086,https://legislation.nsw.gov.au/view/html/inforce/current/act-2009-086
act-2009-115,2009,115,https://legislation.nsw.gov.au/view/html/inforce/current/act-2009-115
act-2010-006,2010,006,https://legislation.nsw.gov.au/view/html/inforce/current/act-2010-006
act-2010-008,2010,008,https://legislation.nsw.gov.au/view/html/inforce/current/act-2010-008
act-2010-019,2010,019,https://legislation.nsw.gov.au/view/html/inforce/current/act-2010-019
act-2010-020,2010,020,https://legislation.nsw.gov.au/view/html/inforce/current/act-2010-020
act-2010-022,2010,022,https://legislation.nsw.gov.au/view/html/inforce/current/act-2010-022
act-2010-024,2010,024,https://legislation.nsw.gov.au/view/html/inforce/current/act-2010-024
act-2010-042,2010,042,https://legislation.nsw.gov.au/view/html/inforce/current/act-2010-042
act-2010-061,2010,061,https://legislation.nsw.gov.au/view/html/inforce/current/act-2010-061
act-2010-073,2010,073,https://legislation.nsw.gov.au/view/html/inforce/current/act-2010-073
act-2010-076,2010,076,https://legislation.nsw.gov.au/view/html/inforce/current/act-2010-076
act-2010-083,2010,083,https://legislation.nsw.gov.au/view/html/inforce/current/act-2010-083
act-2010-093,2010,093,https://legislation.nsw.gov.au/view/html/inforce/current/act-2010-093
act-2010-102,2010,102,https://legislation.nsw.gov.au/view/html/inforce/current/act-2010-102
act-2010-104,2010,104,https://legislation.nsw.gov.au/view/html/inforce/current/act-2010-104
act-2010-106,2010,106,https://legislation.nsw.gov.au/view/html/inforce/current/act-2010-106
act-2010-112,2010,112,https://legislation.nsw.gov.au/view/html/inforce/current/act-2010-112
act-2010-115,2010,115,https://legislation.nsw.gov.au/view/html/inforce/current/act-2010-115
act-2010-122,2010,122,https://legislation.nsw.gov.au/view/html/inforce/current/act-2010-122
act-2010-123,2010,123,https://legislation.nsw.gov.au/view/html/inforce/current/act-2010-123
act-2010-127,2010,127,https://legislation.nsw.gov.au/view/html/inforce/current/act-2010-127
act-2010-131,2010,131,https://legislation.nsw.gov.au/view/html/inforce/current/act-2010-131
act-2011-005,2011,005,https://legislation.nsw.gov.au/view/html/inforce/current/act-2011-005
act-2011-010,2011,010,https://legislation.nsw.gov.au/view/html/inforce/current/act-2011-010
act-2011-021,2011,021,https://legislation.nsw.gov.au/view/html/inforce/current/act-2011-021
act-2011-023,2011,023,https://legislation.nsw.gov.au/view/html/inforce/current/act-2011-023
act-2011-032,2011,032,https://legislation.nsw.gov.au/view/html/inforce/current/act-2011-032
act-2011-035,2011,035,https://legislation.nsw.gov.au/view/html/inforce/current/act-2011-035
act-2011-044,2011,044,https://legislation.nsw.gov.au/view/html/inforce/current/act-2011-044
act-2011-059,2011,059,https://legislation.nsw.gov.au/view/html/inforce/current/act-2011-059
act-2011-070,2011,070,https://legislation.nsw.gov.au/view/html/inforce/current/act-2011-070
act-2012-005,2012,005,https://legislation.nsw.gov.au/view/html/inforce/current/act-2012-005
act-2012-009,2012,009,https://legislation.nsw.gov.au/view/html/inforce/current/act-2012-009
act-2012-013,2012,013,https://legislation.nsw.gov.au/view/html/inforce/current/act-2012-013
act-2012-029,2012,029,https://legislation.nsw.gov.au/view/html/inforce/current/act-2012-029
act-2012-032,2012,032,https://legislation.nsw.gov.au/view/html/inforce/current/act-2012-032
act-2012-035,2012,035,https://legislation.nsw.gov.au/view/html/inforce/current/act-2012-035
act-2012-037,2012,037,https://legislation.nsw.gov.au/view/html/inforce/current/act-2012-037
act-2012-051,2012,051,https://legislation.nsw.gov.au/view/html/inforce/current/act-2012-051
act-2012-055,2012,055,https://legislation.nsw.gov.au/view/html/inforce/current/act-2012-055
act-2012-058,2012,058,https://legislation.nsw.gov.au/view/html/inforce/current/act-2012-058
act-2012-059,2012,059,https://legislation.nsw.gov.au/view/html/inforce/current/act-2012-059
act-2012-066,2012,066,https://legislation.nsw.gov.au/view/html/inforce/current/act-2012-066
act-2012-074,2012,074,https://legislation.nsw.gov.au/view/html/inforce/current/act-2012-074
act-2012-082,2012,082,https://legislation.nsw.gov.au/view/html/inforce/current/act-2012-082
act-2012-088,2012,088,https://legislation.nsw.gov.au/view/html/inforce/current/act-2012-088
act-2012-096,2012,096,https://legislation.nsw.gov.au/view/html/inforce/current/act-2012-096
act-2012-101,2012,101,https://legislation.nsw.gov.au/view/html/inforce/current/act-2012-101
act-2013-002,2013,002,https://legislation.nsw.gov.au/view/html/inforce/current/act-2013-002
act-2013-018,2013,018,https://legislation.nsw.gov.au/view/html/inforce/current/act-2013-018
act-2013-022,2013,022,https://legislation.nsw.gov.au/view/html/inforce/current/act-2013-022
act-2013-026,2013,026,https://legislation.nsw.gov.au/view/html/inforce/current/act-2013-026
act-2013-037,2013,037,https://legislation.nsw.gov.au/view/html/inforce/current/act-2013-037
act-2013-039,2013,039,https://legislation.nsw.gov.au/view/html/inforce/current/act-2013-039
act-2013-040,2013,040,https://legislation.nsw.gov.au/view/html/inforce/current/act-2013-040
act-2013-041,2013,041,https://legislation.nsw.gov.au/view/html/inforce/current/act-2013-041
act-2013-042,2013,042,https://legislation.nsw.gov.au/view/html/inforce/current/act-2013-042
act-2013-051,2013,051,https://legislation.nsw.gov.au/view/html/inforce/current/act-2013-051
act-2013-054,2013,054,https://legislation.nsw.gov.au/view/html/inforce/current/act-2013-054
act-2013-067,2013,067,https://legislation.nsw.gov.au/view/html/inforce/current/act-2013-067
act-2013-073,2013,073,https://legislation.nsw.gov.au/view/html/inforce/current/act-2013-073
act-2013-089,2013,089,https://legislation.nsw.gov.au/view/html/inforce/current/act-2013-089
act-2013-096,2013,096,https://legislation.nsw.gov.au/view/html/inforce/current/act-2013-096
act-2013-097,2013,097,https://legislation.nsw.gov.au/view/html/inforce/current/act-2013-097
act-2013-099,2013,099,https://legislation.nsw.gov.au/view/html/inforce/current/act-2013-099
act-2013-104,2013,104,https://legislation.nsw.gov.au/view/html/inforce/current/act-2013-104
act-2013-105,2013,105,https://legislation.nsw.gov.au/view/html/inforce/current/act-2013-105
act-2013-107,2013,107,https://legislation.nsw.gov.au/view/html/inforce/current/act-2013-107
act-2014-016,2014,016,https://legislation.nsw.gov.au/view/html/inforce/current/act-2014-016
act-2014-029,2014,029,https://legislation.nsw.gov.au/view/html/inforce/current/act-2014-029
act-2014-040,2014,040,https://legislation.nsw.gov.au/view/html/inforce/current/act-2014-040
act-2014-041,2014,041,https://legislation.nsw.gov.au/view/html/inforce/current/act-2014-041
act-2014-046,2014,046,https://legislation.nsw.gov.au/view/html/inforce/current/act-2014-046
act-2014-051,2014,051,https://legislation.nsw.gov.au/view/html/inforce/current/act-2014-051
act-2014-072,2014,072,https://legislation.nsw.gov.au/view/html/inforce/current/act-2014-072
act-2014-074,2014,074,https://legislation.nsw.gov.au/view/html/inforce/current/act-2014-074
act-2015-005,2015,005,https://legislation.nsw.gov.au/view/html/inforce/current/act-2015-005
act-2015-006,2015,006,https://legislation.nsw.gov.au/view/html/inforce/current/act-2015-006
act-2015-019,2015,019,https://legislation.nsw.gov.au/view/html/inforce/current/act-2015-019
act-2015-024,2015,024,https://legislation.nsw.gov.au/view/html/inforce/current/act-2015-024
act-2015-025,2015,025,https://legislation.nsw.gov.au/view/html/inforce/current/act-2015-025
act-2015-026,2015,026,https://legislation.nsw.gov.au/view/html/inforce/current/act-2015-026
act-2015-050,2015,050,https://legislation.nsw.gov.au/view/html/inforce/current/act-2015-050
act-2015-051,2015,051,https://legislation.nsw.gov.au/view/html/inforce/current/act-2015-051
act-2015-060,2015,060,https://legislation.nsw.gov.au/view/html/inforce/current/act-2015-060
act-2015-068,2015,068,https://legislation.nsw.gov.au/view/html/inforce/current/act-2015-068
act-2016-015,2016,015,https://legislation.nsw.gov.au/view/html/inforce/current/act-2016-015
act-2016-019,2016,019,https://legislation.nsw.gov.au/view/html/inforce/current/act-2016-019
act-2016-020,2016,020,https://legislation.nsw.gov.au/view/html/inforce/current/act-2016-020
act-2016-025,2016,025,https://legislation.nsw.gov.au/view/html/inforce/current/act-2016-025
act-2016-034,2016,034,https://legislation.nsw.gov.au/view/html/inforce/current/act-2016-034
act-2016-037,2016,037,https://legislation.nsw.gov.au/view/html/inforce/current/act-2016-037
act-2016-042,2016,042,https://legislation.nsw.gov.au/view/html/inforce/current/act-2016-042
act-2016-046,2016,046,https://legislation.nsw.gov.au/view/html/inforce/current/act-2016-046
act-2016-051,2016,051,https://legislation.nsw.gov.au/view/html/inforce/current/act-2016-051
act-2016-058,2016,058,https://legislation.nsw.gov.au/view/html/inforce/current/act-2016-058
act-2016-061,2016,061,https://legislation.nsw.gov.au/view/html/inforce/current/act-2016-061
act-2016-063,2016,063,https://legislation.nsw.gov.au/view/html/inforce/current/act-2016-063
act-2016-066,2016,066,https://legislation.nsw.gov.au/view/html/inforce/current/act-2016-066
act-2017-009,2017,009,https://legislation.nsw.gov.au/view/html/inforce/current/act-2017-009
act-2017-010,2017,010,https://legislation.nsw.gov.au/view/html/inforce/current/act-2017-010
act-2017-013,2017,013,https://legislation.nsw.gov.au/view/html/inforce/current/act-2017-013
act-2017-015,2017,015,https://legislation.nsw.gov.au/view/html/inforce/current/act-2017-015
act-2017-019,2017,019,https://legislation.nsw.gov.au/view/html/inforce/current/act-2017-019
act-2017-032,2017,032,https://legislation.nsw.gov.au/view/html/inforce/current/act-2017-032
act-2017-035,2017,035,https://legislation.nsw.gov.au/view/html/inforce/current/act-2017-035
act-2017-037,2017,037,https://legislation.nsw.gov.au/view/html/inforce/current/act-2017-037
act-2017-051,2017,051,https://legislation.nsw.gov.au/view/html/inforce/current/act-2017-051
act-2017-064,2017,064,https://legislation.nsw.gov.au/view/html/inforce/current/act-2017-064
act-2017-066,2017,066,https://legislation.nsw.gov.au/view/html/inforce/current/act-2017-066
act-2017-068,2017,068,https://legislation.nsw.gov.au/view/html/inforce/current/act-2017-068
act-2017-069,2017,069,https://legislation.nsw.gov.au/view/html/inforce/current/act-2017-069
act-2018-006,2018,006,https://legislation.nsw.gov.au/view/html/inforce/current/act-2018-006
act-2018-011,2018,011,https://legislation.nsw.gov.au/view/html/inforce/current/act-2018-011
act-2018-017,2018,017,https://legislation.nsw.gov.au/view/html/inforce/current/act-2018-017
act-2018-020,2018,020,https://legislation.nsw.gov.au/view/html/inforce/current/act-2018-020
act-2018-024,2018,024,https://legislation.nsw.gov.au/view/html/inforce/current/act-2018-024
act-2018-030,2018,030,https://legislation.nsw.gov.au/view/html/inforce/current/act-2018-030
act-2018-037,2018,037,https://legislation.nsw.gov.au/view/html/inforce/current/act-2018-037
act-2018-038,2018,038,https://legislation.nsw.gov.au/view/html/inforce/current/act-2018-038
act-2018-042,2018,042,https://legislation.nsw.gov.au/view/html/inforce/current/act-2018-042
act-2018-044,2018,044,https://legislation.nsw.gov.au/view/html/inforce/current/act-2018-044
act-2018-048,2018,048,https://legislation.nsw.gov.au/view/html/inforce/current/act-2018-048
act-2018-053,2018,053,https://legislation.nsw.gov.au/view/html/inforce/current/act-2018-053
act-2018-055,2018,055,https://legislation.nsw.gov.au/view/html/inforce/current/act-2018-055
act-2018-057,2018,057,https://legislation.nsw.gov.au/view/html/inforce/current/act-2018-057
act-2018-060,2018,060,https://legislation.nsw.gov.au/view/html/inforce/current/act-2018-060
act-2018-063,2018,063,https://legislation.nsw.gov.au/view/html/inforce/current/act-2018-063
act-2018-067,2018,067,https://legislation.nsw.gov.au/view/html/inforce/current/act-2018-067
act-2018-071,2018,071,https://legislation.nsw.gov.au/view/html/inforce/current/act-2018-071
act-2018-082,2018,082,https://legislation.nsw.gov.au/view/html/inforce/current/act-2018-082
act-2019-007,2019,007,https://legislation.nsw.gov.au/view/html/inforce/current/act-2019-007
act-2019-009,2019,009,https://legislation.nsw.gov.au/view/html/inforce/current/act-2019-009
act-2019-011,2019,011,https://legislation.nsw.gov.au/view/html/inforce/current/act-2019-011
act-2019-015,2019,015,https://legislation.nsw.gov.au/view/html/inforce/current/act-2019-015
act-2019-016,2019,016,https://legislation.nsw.gov.au/view/html/inforce/current/act-2019-016
act-2019-017,2019,017,https://legislation.nsw.gov.au/view/html/inforce/current/act-2019-017
act-2019-025,2019,025,https://legislation.nsw.gov.au/view/html/inforce/current/act-2019-025
act-2020-007,2020,007,https://legislation.nsw.gov.au/view/html/inforce/current/act-2020-007
act-2020-009,2020,009,https://legislation.nsw.gov.au/view/html/inforce/current/act-2020-009
act-2020-012,2020,012,https://legislation.nsw.gov.au/view/html/inforce/current/act-2020-012
act-2020-015,2020,015,https://legislation.nsw.gov.au/view/html/inforce/current/act-2020-015
act-2020-018,2020,018,https://legislation.nsw.gov.au/view/html/inforce/current/act-2020-018
act-2020-039,2020,039,https://legislation.nsw.gov.au/view/html/inforce/current/act-2020-039
act-2020-044,2020,044,https://legislation.nsw.gov.au/view/html/inforce/current/act-2020-044
act-2021-006,2021,006,https://legislation.nsw.gov.au/view/html/inforce/current/act-2021-006
act-2021-007,2021,007,https://legislation.nsw.gov.au/view/html/inforce/current/act-2021-007
act-2021-013,2021,013,https://legislation.nsw.gov.au/view/html/inforce/current/act-2021-013
act-2021-025,2021,025,https://legislation.nsw.gov.au/view/html/inforce/current/act-2021-025
act-2021-031,2021,031,https://legislation.nsw.gov.au/view/html/inforce/current/act-2021-031
act-2021-038,2021,038,https://legislation.nsw.gov.au/view/html/inforce/current/act-2021-038
act-2022-009,2022,009,https://legislation.nsw.gov.au/view/html/inforce/current/act-2022-009
act-2022-011,2022,011,https://legislation.nsw.gov.au/view/html/inforce/current/act-2022-011
act-2022-014,2022,014,https://legislation.nsw.gov.au/view/html/inforce/current/act-2022-014
act-2022-017,2022,017,https://legislation.nsw.gov.au/view/html/inforce/current/act-2022-017
act-2022-042,2022,042,https://legislation.nsw.gov.au/view/html/inforce/current/act-2022-042
act-2022-046,2022,046,https://legislation.nsw.gov.au/view/html/inforce/current/act-2022-046
act-2022-054,2022,054,https://legislation.nsw.gov.au/view/html/inforce/current/act-2022-054
act-2022-060,2022,060,https://legislation.nsw.gov.au/view/html/inforce/current/act-2022-060
act-2022-062,2022,062,https://legislation.nsw.gov.au/view/html/inforce/current/act-2022-062
act-2022-071,2022,071,https://legislation.nsw.gov.au/view/html/inforce/current/act-2022-071
act-2022-073,2022,073,https://legislation.nsw.gov.au/view/html/inforce/current/act-2022-073
act-2022-080,2022,080,https://legislation.nsw.gov.au/view/html/inforce/current/act-2022-080
act-2023-024,2023,024,https://legislation.nsw.gov.au/view/html/inforce/current/act-2023-024
act-2023-025,2023,025,https://legislation.nsw.gov.au/view/html/inforce/current/act-2023-025
act-2023-048,2023,048,https://legislation.nsw.gov.au/view/html/inforce/current/act-2023-048
act-2023-054,2023,054,https://legislation.nsw.gov.au/view/html/inforce/current/act-2023-054
act-2024-019,2024,019,https://legislation.nsw.gov.au/view/html/inforce/current/act-2024-019
act-2024-033,2024,033,https://legislation.nsw.gov.au/view/html/inforce/current/act-2024-033
act-2024-036,2024,036,https://legislation.nsw.gov.au/view/html/inforce/current/act-2024-036
act-2024-037,2024,037,https://legislation.nsw.gov.au/view/html/inforce/current/act-2024-037
act-2024-039,2024,039,https://legislation.nsw.gov.au/view/html/inforce/current/act-2024-039
act-2024-044,2024,044,https://legislation.nsw.gov.au/view/html/inforce/current/act-2024-044
act-2024-045,2024,045,https://legislation.nsw.gov.au/view/html/inforce/current/act-2024-045
act-2024-070,2024,070,https://legislation.nsw.gov.au/view/html/inforce/current/act-2024-070
act-2024-077,2024,077,https://legislation.nsw.gov.au/view/html/inforce/current/act-2024-077
act-2025-003,2025,003,https://legislation.nsw.gov.au/view/html/inforce/current/act-2025-003
act-2025-004,2025,004,https://legislation.nsw.gov.au/view/html/inforce/current/act-2025-004
act-2025-019,2025,019,https://legislation.nsw.gov.au/view/html/inforce/current/act-2025-019
act-2025-022,2025,022,https://legislation.nsw.gov.au/view/html/inforce/current/act-2025-022
act-2025-023,2025,023,https://legislation.nsw.gov.au/view/html/inforce/current/act-2025-023
act-2025-025,2025,025,https://legislation.nsw.gov.au/view/html/inforce/current/act-2025-025
act-2025-031,2025,031,https://legislation.nsw.gov.au/view/html/inforce/current/act-2025-031
act-2025-035,2025,035,https://legislation.nsw.gov.au/view/html/inforce/current/act-2025-035
act-2025-036,2025,036,https://legislation.nsw.gov.au/view/html/inforce/current/act-2025-036
act-2025-045,2025,045,https://legislation.nsw.gov.au/view/html/inforce/current/act-2025-045
